ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
0,-0.2796906556305929,1,-0.7138709422446023,-0.6449460333216176,2,2,0.13096605546878118,-0.7124339061840004,0,-0.7252217672111319,1,-0.6747273310757648,-0.6405241650407532,0.6750251302234657,-1.2781317184293537,-1.3901532846571891,1,-1.256947086890685
0,-1.158448762474454,1,-0.7138709422446023,-0.8854660768766697,2,1,-1.248693597831653,-0.7124339061840004,0,1.7844306208440979,1,-0.6747273310757648,-0.6405241650407532,-0.05722583216719137,-1.2781317184293537,-0.21676885098349882,1,-1.1827648753001525
1,-1.2682935258299366,1,-0.7138709422446023,1.8805144240064284,2,2,-1.248693597831653,1.2912352154658235,0,-0.7252217672111319,2,-0.6747273310757648,-0.6405241650407532,-0.7894767945578484,0.7823919753973879,-0.21676885098349882,1,-1.1918949936497565
0,-1.158448762474454,0,1.4683686860803609,-0.1639059462115136,2,2,-1.248693597831653,-0.7124339061840004,3,-0.7252217672111319,3,-0.6747273310757648,-0.6405241650407532,-0.7894767945578484,0.7823919753973879,-1.3901532846571891,3,0.0317310759961289
0,-0.1698458922751103,0,-0.7138709422446023,-1.1259861204317216,3,1,-1.248693597831653,-0.7124339061840004,1,-0.7252217672111319,2,-0.6747273310757648,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-1.3901532846571891,2,-0.23056961575603585
1,0.3793779245023029,1,-0.7138709422446023,0.3171341408985904,1,1,-1.248693597831653,-0.7124339061840004,2,-0.7252217672111319,0,-0.6747273310757648,-0.6405241650407532,0.6750251302234657,0.7823919753973879,-1.3901532846571891,4,2.089621709837079
0,-0.3895354189860756,0,1.4683686860803609,-0.28416596798903965,3,2,0.13096605546878118,-0.7124339061840004,1,-0.7252217672111319,2,-1.223399298185786,-0.6405241650407532,1.4072760926141226,0.7823919753973879,-0.21676885098349882,2,-0.7591654260383172
0,-0.06000112891962764,1,-0.7138709422446023,1.1589542933412724,2,2,0.13096605546878118,-0.7124339061840004,0,0.529604426816483,0,0.9712885702542989,-0.6405241650407532,0.6750251302234657,0.7823919753973879,-0.21676885098349882,1,-1.0532313212151458
0,0.9286017412797162,0,1.4683686860803609,-0.5246860115440917,3,2,0.13096605546878118,-0.7124339061840004,1,-0.7252217672111319,2,0.9712885702542989,1.5612213474200076,1.4072760926141226,0.7823919753973879,-0.21676885098349882,2,-0.5301516241024169
0,-0.2796906556305929,1,-0.7138709422446023,-0.1639059462115136,2,2,-1.248693597831653,-1.7142684670089123,0,-0.7252217672111319,0,-0.6747273310757648,-0.6405241650407532,1.4072760926141226,0.7823919753973879,-0.21676885098349882,1,-1.1964600528245584
1,1.1482912679906814,1,-0.7138709422446023,-1.1259861204317216,2,2,0.13096605546878118,0.2894006546409115,3,-0.7252217672111319,2,-1.223399298185786,1.5612213474200076,1.4072760926141226,-1.2781317184293537,0.9566155826901913,3,-0.6045240464918995
1,-0.1698458922751103,1,-0.7138709422446023,-0.5246860115440917,1,2,-1.248693597831653,-0.7124339061840004,0,-0.7252217672111319,2,-0.6747273310757648,1.5612213474200076,-0.7894767945578484,0.7823919753973879,-1.3901532846571891,1,-0.9735329964550609
0,0.7089122145687509,1,1.4683686860803609,-1.1259861204317216,3,1,0.13096605546878118,-0.7124339061840004,1,1.7844306208440979,1,1.5199605373643201,1.5612213474200076,-0.7894767945578484,-1.2781317184293537,-1.3901532846571891,2,-0.5906386581685434
0,-0.2796906556305929,0,-0.7138709422446023,0.1968741191210644,3,2,0.13096605546878118,0.2894006546409115,3,1.7844306208440979,0,-0.12605536396574352,1.5612213474200076,1.4072760926141226,0.7823919753973879,-0.21676885098349882,3,0.25199518118032527
0,-0.1698458922751103,1,1.4683686860803609,1.6399943804513764,3,1,-1.248693597831653,0.2894006546409115,1,-0.7252217672111319,0,-1.223399298185786,1.5612213474200076,-0.7894767945578484,0.7823919753973879,-1.3901532846571891,2,-0.23056961575603585
0,-0.4993801823415582,0,-0.7138709422446023,-1.1259861204317216,2,0,0.13096605546878118,-0.7124339061840004,3,-0.7252217672111319,3,-0.6747273310757648,1.5612213474200076,-0.7894767945578484,0.7823919753973879,-1.3901532846571891,3,0.9318085766279227
0,-0.2796906556305929,0,1.4683686860803609,1.0386942715637464,2,2,0.13096605546878118,-0.7124339061840004,3,1.7844306208440979,0,-0.6747273310757648,-0.6405241650407532,0.6750251302234657,0.7823919753973879,-1.3901532846571891,3,0.09697338003600744
0,-0.1698458922751103,1,-0.7138709422446023,1.6399943804513764,3,1,-2.628353251132087,-0.7124339061840004,0,1.7844306208440979,0,0.4226166031442777,1.5612213474200076,0.6750251302234657,0.7823919753973879,-1.3901532846571891,1,-0.23056961575603585
0,-0.7190697090525234,1,-0.7138709422446023,-0.28416596798903965,2,2,-1.248693597831653,-0.7124339061840004,1,-0.7252217672111319,1,0.4226166031442777,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-1.3901532846571891,2,-0.5029514798525551
0,-0.06000112891962764,1,-0.7138709422446023,-1.1259861204317216,2,2,-1.248693597831653,0.2894006546409115,1,-0.7252217672111319,1,-0.6747273310757648,-0.6405241650407532,1.4072760926141226,0.7823919753973879,-0.21676885098349882,2,-0.4881150375344485
0,-0.6092249456970409,1,-0.7138709422446023,-1.1259861204317216,3,2,-1.248693597831653,-0.7124339061840004,1,-0.7252217672111319,0,-0.6747273310757648,1.5612213474200076,0.6750251302234657,0.7823919753973879,-1.3901532846571891,2,-0.4559694125118845
0,0.049843634435854996,0,-0.7138709422446023,2.3615545111165326,2,1,-1.248693597831653,-0.7124339061840004,1,-0.7252217672111319,2,-0.6747273310757648,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-1.3901532846571891,2,-1.170401173368397
0,1.3679807947016467,1,-0.7138709422446023,-0.28416596798903965,3,1,-1.248693597831653,0.2894006546409115,2,-0.7252217672111319,1,1.5199605373643201,1.5612213474200076,0.6750251302234657,0.7823919753973879,-0.21676885098349882,4,1.9365020166822622
0,2.3565836649009904,1,1.4683686860803609,1.8805144240064284,2,1,-1.248693597831653,-0.7124339061840004,3,1.7844306208440979,3,-1.223399298185786,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-1.3901532846571891,3,-0.17540848406051174
0,-0.1698458922751103,1,-0.7138709422446023,-0.1639059462115136,1,1,-1.248693597831653,-0.7124339061840004,3,-0.7252217672111319,1,-0.6747273310757648,-0.6405241650407532,0.6750251302234657,0.7823919753973879,-0.21676885098349882,3,0.2923198705577429
0,1.91720461147906,1,-0.7138709422446023,-0.1639059462115136,3,1,-1.248693597831653,-0.7124339061840004,4,-0.7252217672111319,1,-0.12605536396574352,1.5612213474200076,-0.05722583216719137,-1.2781317184293537,-0.21676885098349882,0,1.1787021936651307
0,-0.1698458922751103,0,-0.7138709422446023,0.1968741191210644,2,2,0.13096605546878118,0.2894006546409115,1,0.529604426816483,3,-0.6747273310757648,-0.6405241650407532,0.6750251302234657,0.7823919753973879,-0.21676885098349882,2,-0.39186837326570645
0,0.8187569779242335,1,-0.7138709422446023,-0.28416596798903965,2,2,-1.248693597831653,-0.7124339061840004,3,1.7844306208440979,1,-0.12605536396574352,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-0.21676885098349882,3,0.22156145334831195
0,-0.2796906556305929,0,-0.7138709422446023,-1.1259861204317216,3,2,0.13096605546878118,-0.7124339061840004,0,1.7844306208440979,0,0.9712885702542989,-0.6405241650407532,-0.7894767945578484,-1.2781317184293537,-0.21676885098349882,1,-1.2107258627458146
1,-0.1698458922751103,1,-0.7138709422446023,-0.04364592443398762,3,2,0.13096605546878118,0.2894006546409115,0,-0.7252217672111319,0,-1.223399298185786,1.5612213474200076,-0.7894767945578484,-1.2781317184293537,-0.21676885098349882,1,-0.9836141687994153
0,2.3565836649009904,0,1.4683686860803609,-1.1259861204317216,2,1,-1.248693597831653,0.2894006546409115,1,-0.7252217672111319,2,-1.223399298185786,-0.6405241650407532,1.4072760926141226,0.7823919753973879,-0.21676885098349882,2,-0.5870246529884918
0,-0.9387592357634887,1,-0.7138709422446023,-0.8854660768766697,2,2,0.13096605546878118,-0.7124339061840004,0,0.529604426816483,0,-1.223399298185786,-0.6405241650407532,0.6750251302234657,-1.2781317184293537,-1.3901532846571891,1,-1.1139085660802224
0,-0.7190697090525234,1,-0.7138709422446023,-1.1259861204317216,3,2,-1.248693597831653,-0.7124339061840004,0,0.529604426816483,2,-0.6747273310757648,-0.6405241650407532,-0.05722583216719137,-1.2781317184293537,-1.3901532846571891,1,-1.152331147468139
0,-0.6092249456970409,1,-0.7138709422446023,-1.1259861204317216,2,2,0.13096605546878118,-0.7124339061840004,1,0.529604426816483,0,-0.6747273310757648,-0.6405241650407532,-0.05722583216719137,-1.2781317184293537,-1.3901532846571891,2,-0.44493718617277966
0,-0.1698458922751103,1,-0.7138709422446023,-0.40442598976656563,2,1,-1.248693597831653,-1.7142684670089123,1,-0.7252217672111319,0,0.4226166031442777,-0.6405241650407532,-0.7894767945578484,-1.2781317184293537,-1.3901532846571891,2,-1.0501879484319445
0,-0.7190697090525234,1,-0.7138709422446023,-0.28416596798903965,2,1,0.13096605546878118,-0.7124339061840004,1,-0.7252217672111319,2,-0.6747273310757648,-0.6405241650407532,1.4072760926141226,-1.2781317184293537,-0.21676885098349882,2,-0.23056961575603585
0,-0.2796906556305929,1,1.4683686860803609,-0.28416596798903965,3,2,-1.248693597831653,0.2894006546409115,1,1.7844306208440979,2,-1.223399298185786,-0.6405241650407532,-0.7894767945578484,-1.2781317184293537,-0.21676885098349882,2,-0.23056961575603585
0,0.8187569779242335,1,-0.7138709422446023,-0.40442598976656563,2,2,-1.248693597831653,-0.7124339061840004,3,1.7844306208440979,0,0.9712885702542989,1.5612213474200076,-0.05722583216719137,-1.2781317184293537,-1.3901532846571891,3,0.891293676451555
0,-0.06000112891962764,1,-0.7138709422446023,-0.28416596798903965,3,2,-2.628353251132087,-0.7124339061840004,3,-0.7252217672111319,2,0.9712885702542989,-0.6405241650407532,-0.7894767945578484,-1.2781317184293537,-1.3901532846571891,3,0.9709920012116399
0,0.9286017412797162,1,0.3772488719178792,-0.5246860115440917,3,2,0.13096605546878118,0.2894006546409115,1,0.529604426816483,1,-1.223399298185786,1.5612213474200076,1.4072760926141226,-1.2781317184293537,-0.21676885098349882,2,-0.6729999341139294
0,-0.8289144724080061,1,-0.7138709422446023,-1.1259861204317216,2,2,-1.248693597831653,0.2894006546409115,1,-0.7252217672111319,0,-0.6747273310757648,1.5612213474200076,-0.7894767945578484,0.7823919753973879,-0.21676885098349882,2,-0.6530278002241707
0,-0.2796906556305929,1,-0.7138709422446023,-1.1259861204317216,3,2,-2.628353251132087,0.2894006546409115,0,-0.7252217672111319,2,-0.6747273310757648,-0.6405241650407532,0.6750251302234657,0.7823919753973879,-1.3901532846571891,1,-1.0842356814440093
0,1.91720461147906,1,1.4683686860803609,-1.1259861204317216,2,2,0.13096605546878118,-0.7124339061840004,3,-0.7252217672111319,0,0.4226166031442777,-0.6405241650407532,-0.7894767945578484,-1.2781317184293537,-0.21676885098349882,3,0.31952001480760484
0,0.049843634435854996,0,-0.7138709422446023,-0.40442598976656563,3,1,0.13096605546878118,1.2912352154658235,1,-0.7252217672111319,1,-1.223399298185786,1.5612213474200076,-0.7894767945578484,-1.2781317184293537,0.9566155826901913,2,-0.6144150080373038
0,-0.3895354189860756,1,-0.7138709422446023,-0.28416596798903965,3,2,0.13096605546878118,-0.7124339061840004,1,0.529604426816483,0,-0.6747273310757648,-0.6405241650407532,1.4072760926141226,-1.2781317184293537,-1.3901532846571891,2,-0.23056961575603585
0,2.0270493748345424,1,-0.7138709422446023,-0.28416596798903965,2,2,-1.248693597831653,1.2912352154658235,3,-0.7252217672111319,3,0.9712885702542989,-0.6405241650407532,-0.7894767945578484,-1.2781317184293537,-1.3901532846571891,3,-0.2471179552646931
0,-1.5978278158963846,1,1.4683686860803609,-0.8854660768766697,1,2,0.13096605546878118,-0.7124339061840004,0,1.7844306208440979,1,0.4226166031442777,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-0.21676885098349882,1,-1.186378880480204
0,1.4778255580571293,1,-0.7138709422446023,-0.04364592443398762,2,2,0.13096605546878118,-0.7124339061840004,0,-0.7252217672111319,0,0.4226166031442777,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-1.3901532846571891,1,-1.2333609478208747
0,-0.1698458922751103,1,-0.7138709422446023,-0.8854660768766697,2,2,-1.248693597831653,0.2894006546409115,1,-0.7252217672111319,0,-0.6747273310757648,-0.6405241650407532,0.6750251302234657,0.7823919753973879,-1.3901532846571891,2,-0.23056961575603585
1,0.9286017412797162,1,1.4683686860803609,-0.04364592443398762,3,2,0.13096605546878118,0.2894006546409115,3,-0.7252217672111319,3,-0.6747273310757648,-0.6405241650407532,1.4072760926141226,-1.2781317184293537,-0.21676885098349882,3,0.2015893194585532
0,0.2695331611468203,0,-0.7138709422446023,-1.1259861204317216,2,2,0.13096605546878118,0.2894006546409115,4,0.529604426816483,0,-0.6747273310757648,-0.6405241650407532,-0.7894767945578484,0.7823919753973879,0.9566155826901913,0,0.9403680625806764
0,1.4778255580571293,1,1.4683686860803609,1.3994743368963245,3,2,0.13096605546878118,-0.7124339061840004,1,-0.7252217672111319,2,-1.223399298185786,1.5612213474200076,1.4072760926141226,0.7823919753973879,-0.21676885098349882,2,-0.5931113985548945
0,-0.8289144724080061,1,1.4683686860803609,-0.6449460333216176,3,1,0.13096605546878118,0.2894006546409115,1,0.529604426816483,1,-0.6747273310757648,1.5612213474200076,-0.05722583216719137,0.7823919753973879,-0.21676885098349882,2,-0.6372403039113138
0,0.9286017412797162,0,-0.7138709422446023,-1.1259861204317216,3,2,-1.248693597831653,0.2894006546409115,3,1.7844306208440979,0,-0.12605536396574352,1.5612213474200076,-0.7894767945578484,0.7823919753973879,-0.21676885098349882,3,0.40207150155194094
0,-0.6092249456970409,1,1.4683686860803609,-0.40442598976656563,3,2,-1.248693597831653,0.2894006546409115,1,-0.7252217672111319,2,-0.6747273310757648,-0.6405241650407532,1.4072760926141226,0.7823919753973879,-1.3901532846571891,2,-0.6750922529023803
0,1.8073598481235773,1,-0.7138709422446023,-0.8854660768766697,1,1,-1.248693597831653,-0.7124339061840004,3,-0.7252217672111319,0,-1.223399298185786,-0.6405241650407532,0.6750251302234657,0.7823919753973879,-1.3901532846571891,3,0.9491177593323803
0,-1.487983052540902,1,1.4683686860803609,-0.7652060550991436,2,1,-1.248693597831653,0.2894006546409115,1,-0.7252217672111319,0,-1.223399298185786,-0.6405241650407532,0.6750251302234657,0.7823919753973879,-1.3901532846571891,2,-0.6771845716908312
0,-0.1698458922751103,0,1.4683686860803609,-0.6449460333216176,3,2,-1.248693597831653,-0.7124339061840004,1,-0.7252217672111319,0,-0.6747273310757648,-0.6405241650407532,-0.7894767945578484,0.7823919753973879,-1.3901532846571891,2,-0.23056961575603585
0,2.2467389015455077,1,1.4683686860803609,0.07661409734353838,3,2,-1.248693597831653,-0.7124339061840004,4,-0.7252217672111319,2,-1.223399298185786,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-0.21676885098349882,0,1.0105558473932572
0,0.7089122145687509,0,-0.7138709422446023,1.6399943804513764,3,2,0.13096605546878118,-0.7124339061840004,1,0.529604426816483,0,0.9712885702542989,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-1.3901532846571891,2,-1.2396379041862273
1,-0.06000112891962764,1,0.3772488719178792,-0.40442598976656563,2,2,0.13096605546878118,-0.7124339061840004,0,1.7844306208440979,1,0.9712885702542989,1.5612213474200076,-0.7894767945578484,0.7823919753973879,-1.3901532846571891,1,-1.2337413694187747
0,-0.6092249456970409,1,-0.7138709422446023,-1.1259861204317216,2,2,0.13096605546878118,-0.7124339061840004,0,1.7844306208440979,2,-0.6747273310757648,-0.6405241650407532,-0.7894767945578484,-1.2781317184293537,0.9566155826901913,1,-1.0657852339458513
1,-1.9273621059628325,0,-0.7138709422446023,-0.40442598976656563,2,1,0.13096605546878118,0.2894006546409115,0,-0.7252217672111319,2,-0.6747273310757648,1.5612213474200076,-0.7894767945578484,0.7823919753973879,-0.21676885098349882,1,-1.0714915579143538
0,-0.3895354189860756,1,-0.7138709422446023,-0.28416596798903965,2,1,-1.248693597831653,-0.7124339061840004,1,-0.7252217672111319,2,-0.6747273310757648,-0.6405241650407532,-0.05722583216719137,0.7823919753973879,-1.3901532846571891,2,-0.7133246234913471
0,-0.06000112891962764,0,-0.7138709422446023,-0.8854660768766697,2,2,0.13096605546878118,0.2894006546409115,1,-0.7252217672111319,1,1.5199605373643201,-0.6405241650407532,-0.7894767945578484,-1.2781317184293537,-0.21676885098349882,2,-0.6459900006630176
0,2.3565836649009904,0,0.3772488719178792,-0.8854660768766697,2,1,-1.248693597831653,0.2894006546409115,2,-0.7252217672111319,0,-1.223399298185786,-0.6405241650407532,-0.7894767945578484,0.7823919753973879,-0.21676885098349882,4,1.956283939773071
